"date","home_team","away_team","home_score","away_score","tournament"
3,"Tunisia","Equatorial Guinea",4,0,"African Cup of Nations qualification"
3,"Mozambique","Rwanda",1,1,"African Cup of Nations qualification"
3,"Panama","Costa Rica",2,0,"CONCACAF Nations League"
3,"Belize","Dominican Republic",0,2,"CONCACAF Nations League"
3,"Anguilla","Dominica",0,0,"CONCACAF Nations League"
3,"Czech Republic","Switzerland",2,1,"UEFA Nations League"
3,"Spain","Portugal",1,1,"UEFA Nations League"
3,"Israel","Iceland",2,2,"UEFA Nations League"
3,"Serbia","Norway",0,1,"UEFA Nations League"
3,"Slovenia","Sweden",0,2,"UEFA Nations League"
3,"Northern Ireland","Greece",0,1,"UEFA Nations League"
3,"Cyprus","Kosovo",0,2,"UEFA Nations League"
3,"Bulgaria","North Macedonia",1,1,"UEFA Nations League"
3,"Ecuador","Nigeria",1,0,"Friendly"
3,"Japan","Paraguay",4,1,"Friendly"
3,"Mexico","Uruguay",0,3,"Friendly"
3,"Togo","Eswatini",2,2,"African Cup of Nations qualification"
3,"Comoros","Lesotho",2,0,"African Cup of Nations qualification"
3,"Nicaragua","Trinidad and Tobago",2,1,"CONCACAF Nations League"
3,"British Virgin Islands","Cayman Islands",1,1,"CONCACAF Nations League"
3,"Croatia","Austria",0,3,"UEFA Nations League"
3,"France","Denmark",1,2,"UEFA Nations League"
3,"Belgium","Netherlands",1,4,"UEFA Nations League"
3,"Kazakhstan","Azerbaijan",2,0,"UEFA Nations League"
3,"Belarus","Slovakia",0,1,"UEFA Nations League"
3,"Nepal","Oman",0,2,"Friendly"
3,"Namibia","Burundi",1,1,"African Cup of Nations qualification"
3,"Niger","Tanzania",1,1,"African Cup of Nations qualification"
3,"Algeria","Uganda",2,0,"African Cup of Nations qualification"
3,"Mali","Congo",4,0,"African Cup of Nations qualification"
3,"Mauritania","Sudan",3,0,"African Cup of Nations qualification"
3,"Senegal","Benin",3,1,"African Cup of Nations qualification"
3,"Suriname","Jamaica",1,1,"CONCACAF Nations League"
3,"Montserrat","Guyana",1,2,"CONCACAF Nations League"
3,"Hungary","England",1,0,"UEFA Nations League"
3,"Italy","Germany",1,1,"UEFA Nations League"
3,"Armenia","Republic of Ireland",1,0,"UEFA Nations League"
3,"Finland","Bosnia and Herzegovina",1,1,"UEFA Nations League"
3,"Montenegro","Romania",2,0,"UEFA Nations League"
3,"Lithuania","Luxembourg",0,2,"UEFA Nations League"
3,"Wales","Ukraine",1,0,"FIFA World Cup qualification"
3,"Malawi","Ethiopia",2,1,"African Cup of Nations qualification"
3,"Egypt","Guinea",1,0,"African Cup of Nations qualification"
3,"Central African Republic","Ghana",1,1,"African Cup of Nations qualification"
3,"Madagascar","Angola",1,1,"African Cup of Nations qualification"
3,"Botswana","Tunisia",0,0,"African Cup of Nations qualification"
3,"Guatemala","Belize",2,0,"CONCACAF Nations League"
3,"Dominica","Anguilla",1,1,"CONCACAF Nations League"
3,"Portugal","Switzerland",4,0,"UEFA Nations League"
3,"Czech Republic","Spain",2,2,"UEFA Nations League"
3,"Serbia","Slovenia",4,1,"UEFA Nations League"
3,"Sweden","Norway",1,2,"UEFA Nations League"
3,"Cyprus","Northern Ireland",0,0,"UEFA Nations League"
3,"Kosovo","Greece",0,1,"UEFA Nations League"
3,"Bulgaria","Georgia",2,5,"UEFA Nations League"
3,"Argentina","Estonia",5,0,"Friendly"
3,"Mexico","Ecuador",0,0,"Friendly"
3,"Peru","New Zealand",1,0,"Friendly"
3,"Saudi Arabia","Colombia",0,1,"Friendly"
3,"Equatorial Guinea","Libya",2,0,"African Cup of Nations qualification"
3,"Trinidad and Tobago","Bahamas",1,0,"CONCACAF Nations League"
3,"Cayman Islands","British Virgin Islands",1,1,"CONCACAF Nations League"
3,"Austria","Denmark",1,2,"UEFA Nations League"
3,"Croatia","France",1,1,"UEFA Nations League"
3,"Iceland","Albania",1,1,"UEFA Nations League"
3,"Belarus","Azerbaijan",0,0,"UEFA Nations League"
3,"Slovakia","Kazakhstan",0,1,"UEFA Nations League"
3,"Japan","Brazil",0,1,"Friendly"
3,"Eswatini","Burkina Faso",1,3,"African Cup of Nations qualification"
3,"Zambia","Comoros",2,1,"African Cup of Nations qualification"
3,"Senegal","Rwanda",1,0,"African Cup of Nations qualification"
3,"Jamaica","Suriname",3,1,"CONCACAF Nations League"
3,"Guyana","Bermuda",2,1,"CONCACAF Nations League"
3,"Germany","England",1,1,"UEFA Nations League"
3,"Italy","Hungary",2,1,"UEFA Nations League"
3,"Finland","Montenegro",2,0,"UEFA Nations League"
3,"Bosnia and Herzegovina","Romania",1,0,"UEFA Nations League"
3,"Lithuania","Turkey",0,6,"UEFA Nations League"
3,"United Arab Emirates","Australia",1,2,"FIFA World Cup qualification"
3,"Kuwait","Indonesia",1,2,"AFC Asian Cup qualification"
3,"Jordan","Nepal",2,0,"AFC Asian Cup qualification"
3,"Philippines","Yemen",0,0,"AFC Asian Cup qualification"
3,"Mongolia","Palestine",0,1,"AFC Asian Cup qualification"
3,"Thailand","Maldives",3,0,"AFC Asian Cup qualification"
3,"Uzbekistan","Sri Lanka",3,0,"AFC Asian Cup qualification"
3,"Hong Kong","Afghanistan",2,1,"AFC Asian Cup qualification"
3,"India","Cambodia",2,0,"AFC Asian Cup qualification"
3,"Bahrain","Bangladesh",2,0,"AFC Asian Cup qualification"
3,"Malaysia","Turkmenistan",3,1,"AFC Asian Cup qualification"
3,"Tajikistan","Myanmar",4,0,"AFC Asian Cup qualification"
3,"Uganda","Niger",1,1,"African Cup of Nations qualification"
3,"Tanzania","Algeria",0,2,"African Cup of Nations qualification"
3,"Gabon","Mauritania",0,0,"African Cup of Nations qualification"
3,"Benin","Mozambique",0,1,"African Cup of Nations qualification"
3,"Wales","Netherlands",1,2,"UEFA Nations League"
3,"Belgium","Poland",6,1,"UEFA Nations League"
3,"Republic of Ireland","Ukraine",0,1,"UEFA Nations League"
3,"Scotland","Armenia",2,0,"UEFA Nations League"
3,"Nigeria","Sierra Leone",2,1,"African Cup of Nations qualification"
3,"Burundi","Cameroon",0,1,"African Cup of Nations qualification"
3,"Ethiopia","Egypt",2,0,"African Cup of Nations qualification"
3,"Guinea","Malawi",1,0,"African Cup of Nations qualification"
3,"South Sudan","Mali",1,3,"African Cup of Nations qualification"
3,"Morocco","South Africa",2,1,"African Cup of Nations qualification"
3,"Cayman Islands","Puerto Rico",0,3,"CONCACAF Nations League"
3,"Portugal","Czech Republic",2,0,"UEFA Nations League"
3,"Switzerland","Spain",0,1,"UEFA Nations League"
3,"Norway","Slovenia",0,0,"UEFA Nations League"
3,"Sweden","Serbia",0,1,"UEFA Nations League"
3,"Kosovo","Northern Ireland",3,2,"UEFA Nations League"
3,"Greece","Cyprus",3,0,"UEFA Nations League"
3,"North Macedonia","Georgia",0,3,"UEFA Nations League"
3,"New Zealand","Oman",0,0,"Friendly"
3,"Saudi Arabia","Venezuela",0,1,"Friendly"
3,"Bahamas","Nicaragua",0,2,"CONCACAF Nations League"
3,"Dominican Republic","Guatemala",1,1,"CONCACAF Nations League"
3,"Austria","France",1,1,"UEFA Nations League"
3,"Denmark","Croatia",0,1,"UEFA Nations League"
3,"Albania","Israel",1,2,"UEFA Nations League"
3,"Azerbaijan","Slovakia",0,1,"UEFA Nations League"
3,"Belarus","Kazakhstan",1,1,"UEFA Nations League"
3,"Chile","Tunisia",0,2,"Kirin Cup"
3,"Japan","Ghana",4,1,"Kirin Cup"
3,"Kuwait","Nepal",4,1,"AFC Asian Cup qualification"
3,"Indonesia","Jordan",0,1,"AFC Asian Cup qualification"
3,"Mongolia","Philippines",0,1,"AFC Asian Cup qualification"
3,"Yemen","Palestine",0,5,"AFC Asian Cup qualification"
3,"Sri Lanka","Thailand",0,2,"AFC Asian Cup qualification"
3,"Uzbekistan","Maldives",4,0,"AFC Asian Cup qualification"
3,"Cambodia","Hong Kong",0,3,"AFC Asian Cup qualification"
3,"India","Afghanistan",2,1,"AFC Asian Cup qualification"
3,"Bangladesh","Turkmenistan",1,2,"AFC Asian Cup qualification"
3,"Malaysia","Bahrain",1,2,"AFC Asian Cup qualification"
3,"Singapore","Tajikistan",0,1,"AFC Asian Cup qualification"
3,"Mexico","Suriname",3,0,"CONCACAF Nations League"
3,"Montserrat","Bermuda",3,2,"CONCACAF Nations League"
3,"England","Italy",0,0,"UEFA Nations League"
3,"Hungary","Germany",1,1,"UEFA Nations League"
3,"Wales","Belgium",1,1,"UEFA Nations League"
3,"Netherlands","Poland",2,2,"UEFA Nations League"
3,"Ukraine","Armenia",3,0,"UEFA Nations League"
3,"Republic of Ireland","Scotland",3,0,"UEFA Nations League"
3,"Montenegro","Bosnia and Herzegovina",1,1,"UEFA Nations League"
3,"Romania","Finland",1,0,"UEFA Nations League"
3,"Luxembourg","Turkey",0,2,"UEFA Nations League"
3,"Uruguay","Panama",5,0,"Friendly"
3,"Puerto Rico","British Virgin Islands",6,0,"CONCACAF Nations League"
3,"Spain","Czech Republic",2,0,"UEFA Nations League"
3,"Switzerland","Portugal",1,0,"UEFA Nations League"
3,"Norway","Sweden",3,2,"UEFA Nations League"
3,"Slovenia","Serbia",2,2,"UEFA Nations League"
3,"Northern Ireland","Cyprus",2,2,"UEFA Nations League"
3,"Greece","Kosovo",2,0,"UEFA Nations League"
3,"Georgia","Bulgaria",0,0,"UEFA Nations League"
3,"Australia","Peru",0,0,"FIFA World Cup qualification"
3,"Sierra Leone","Guinea-Bissau",2,2,"African Cup of Nations qualification"
3,"Morocco","Liberia",2,0,"African Cup of Nations qualification"
3,"Honduras","Canada",2,1,"CONCACAF Nations League"
3,"Nicaragua","Bahamas",4,0,"CONCACAF Nations League"
3,"Guatemala","Dominican Republic",2,0,"CONCACAF Nations League"
3,"Denmark","Austria",2,0,"UEFA Nations League"
3,"France","Croatia",0,1,"UEFA Nations League"
3,"Iceland","Israel",2,2,"UEFA Nations League"
3,"Azerbaijan","Belarus",2,0,"UEFA Nations League"
3,"Kazakhstan","Slovakia",2,1,"UEFA Nations League"
3,"Albania","Estonia",0,0,"Friendly"
3,"Costa Rica","New Zealand",1,0,"FIFA World Cup qualification"
3,"Kuwait","Jordan",0,3,"AFC Asian Cup qualification"
3,"Indonesia","Nepal",7,0,"AFC Asian Cup qualification"
3,"Palestine","Philippines",4,0,"AFC Asian Cup qualification"
3,"Mongolia","Yemen",2,0,"AFC Asian Cup qualification"
3,"Maldives","Sri Lanka",1,0,"AFC Asian Cup qualification"
3,"Uzbekistan","Thailand",2,0,"AFC Asian Cup qualification"
3,"Afghanistan","Cambodia",2,2,"AFC Asian Cup qualification"
3,"India","Hong Kong",4,0,"AFC Asian Cup qualification"
3,"Bahrain","Turkmenistan",1,0,"AFC Asian Cup qualification"
3,"Malaysia","Bangladesh",4,1,"AFC Asian Cup qualification"
3,"Myanmar","Singapore",2,6,"AFC Asian Cup qualification"
3,"Jamaica","Mexico",1,1,"CONCACAF Nations League"
3,"England","Hungary",0,4,"UEFA Nations League"
3,"Germany","Italy",5,2,"UEFA Nations League"
3,"Netherlands","Wales",3,2,"UEFA Nations League"
3,"Poland","Belgium",0,1,"UEFA Nations League"
3,"Armenia","Scotland",1,4,"UEFA Nations League"
3,"Ukraine","Republic of Ireland",1,1,"UEFA Nations League"
3,"Bosnia and Herzegovina","Finland",3,2,"UEFA Nations League"
3,"Romania","Montenegro",0,3,"UEFA Nations League"
3,"Turkey","Lithuania",2,0,"UEFA Nations League"
3,"Chile","Ghana",0,0,"Kirin Cup"
3,"Japan","Tunisia",0,3,"Kirin Cup"
3,"Seychelles","Botswana",0,1,"COSAFA Cup"
3,"Angola","Comoros",3,1,"COSAFA Cup"
3,"Mauritius","Eswatini",0,3,"COSAFA Cup"
3,"Lesotho","Malawi",2,1,"COSAFA Cup"
3,"Comoros","Botswana",0,1,"COSAFA Cup"
3,"Angola","Seychelles",3,0,"COSAFA Cup"
3,"Malawi","Eswatini",1,1,"COSAFA Cup"
3,"Lesotho","Mauritius",2,1,"COSAFA Cup"
3,"Seychelles","Comoros",1,2,"COSAFA Cup"
3,"Botswana","Angola",1,0,"COSAFA Cup"
3,"Mauritius","Malawi",0,2,"COSAFA Cup"
3,"Eswatini","Lesotho",2,0,"COSAFA Cup"
3,"Madagascar","Namibia",0,2,"COSAFA Cup"
3,"Zambia","Botswana",1,1,"COSAFA Cup"
3,"South Africa","Mozambique",0,0,"COSAFA Cup"
3,"Senegal","Eswatini",1,1,"COSAFA Cup"
3,"South Africa","Madagascar",2,1,"COSAFA Cup"
3,"Botswana","Eswatini",2,0,"COSAFA Cup"
3,"Namibia","Mozambique",1,0,"COSAFA Cup"
3,"Zambia","Senegal",4,3,"COSAFA Cup"
3,"South Africa","Botswana",2,1,"COSAFA Cup"
3,"Mozambique","Senegal",1,1,"COSAFA Cup"
3,"Namibia","Zambia",0,1,"COSAFA Cup"
3,"Japan","Hong Kong",6,0,"EAFF Championship"
3,"Japan","China PR",0,0,"EAFF Championship"
3,"China PR","Hong Kong",1,0,"EAFF Championship"
3,"Mexico","Paraguay",0,1,"Friendly"
3,"Fiji","New Caledonia",1,0,"MSG Prime Minister's Cup"
3,"Solomon Islands","New Caledonia",1,0,"MSG Prime Minister's Cup"
3,"Hong Kong","Myanmar",2,0,"Friendly"
3,"Libya","Uganda",0,0,"Friendly"
3,"Vietnam","Singapore",4,0,"Friendly"
3,"Scotland","Ukraine",3,0,"UEFA Nations League"
3,"Australia","New Zealand",1,0,"Friendly"
3,"Cambodia","Bangladesh",0,1,"Friendly"
3,"Comoros","Tunisia",0,1,"Friendly"
3,"Iceland","Venezuela",1,0,"Friendly"
3,"Suriname","Nicaragua",2,1,"Friendly"
3,"Thailand","Malaysia",1,1,"King's Cup"
3,"Trinidad and Tobago","Tajikistan",1,2,"King's Cup"
3,"Croatia","Denmark",2,1,"UEFA Nations League"
3,"France","Austria",2,0,"UEFA Nations League"
3,"Belgium","Wales",2,1,"UEFA Nations League"
3,"Poland","Netherlands",0,2,"UEFA Nations League"
3,"Turkey","Luxembourg",3,3,"UEFA Nations League"
3,"Kazakhstan","Belarus",2,1,"UEFA Nations League"
3,"Slovakia","Azerbaijan",1,2,"UEFA Nations League"
3,"Algeria","Guinea",1,0,"Friendly"
3,"Argentina","Honduras",3,0,"Friendly"
3,"Brazil","Ghana",3,0,"Friendly"
3,"Cameroon","Uzbekistan",0,2,"Friendly"
3,"Canada","Qatar",2,0,"Friendly"
3,"Egypt","Niger",3,0,"Friendly"
3,"Iraq","Oman",1,1,"Jordan International Tournament"
3,"Jordan","Syria",2,0,"Jordan International Tournament"
3,"Mali","Zambia",1,0,"Friendly"
3,"Morocco","Chile",2,0,"Friendly"
3,"Paraguay","United Arab Emirates",1,0,"Friendly"
3,"Rwanda","Equatorial Guinea",0,0,"Friendly"
3,"Saudi Arabia","Ecuador",0,0,"Friendly"
3,"Germany","Hungary",0,1,"UEFA Nations League"
3,"Italy","England",1,0,"UEFA Nations League"
3,"Bosnia and Herzegovina","Montenegro",1,0,"UEFA Nations League"
3,"Finland","Romania",1,1,"UEFA Nations League"
3,"Georgia","North Macedonia",2,0,"UEFA Nations League"
3,"Bolivia","Senegal",0,2,"Friendly"
3,"Colombia","Guatemala",4,1,"Friendly"
3,"Fiji","Solomon Islands",2,2,"MSG Prime Minister's Cup"
3,"Hong Kong","Myanmar",0,0,"Friendly"
3,"India","Singapore",1,1,"Friendly"
3,"Laos","Maldives",1,3,"Friendly"
3,"Madagascar","Congo",3,3,"Friendly"
3,"Mauritania","Benin",1,0,"Friendly"
3,"Mexico","Peru",1,0,"Friendly"
3,"South Africa","Sierra Leone",4,0,"Friendly"
3,"Tanzania","Uganda",1,0,"Friendly"
3,"Vanuatu","Papua New Guinea",0,1,"MSG Prime Minister's Cup"
3,"Czech Republic","Portugal",0,4,"UEFA Nations League"
3,"Spain","Switzerland",1,2,"UEFA Nations League"
3,"Armenia","Ukraine",0,5,"UEFA Nations League"
3,"Scotland","Republic of Ireland",2,1,"UEFA Nations League"
3,"Israel","Albania",2,1,"UEFA Nations League"
3,"Slovenia","Norway",2,1,"UEFA Nations League"
3,"Serbia","Sweden",4,1,"UEFA Nations League"
3,"Northern Ireland","Kosovo",2,1,"UEFA Nations League"
3,"Cyprus","Greece",1,0,"UEFA Nations League"
3,"Thailand","Trinidad and Tobago",2,1,"King's Cup"
3,"Malaysia","Tajikistan",0,0,"King's Cup"
3,"New Zealand","Australia",0,2,"Friendly"
3,"Niger","Liberia",0,0,"Friendly"
3,"Austria","Croatia",1,3,"UEFA Nations League"
3,"Denmark","France",2,0,"UEFA Nations League"
3,"Wales","Poland",0,1,"UEFA Nations League"
3,"Netherlands","Belgium",1,0,"UEFA Nations League"
3,"Luxembourg","Lithuania",1,0,"UEFA Nations League"
3,"Slovakia","Belarus",1,1,"UEFA Nations League"
3,"Azerbaijan","Kazakhstan",3,0,"UEFA Nations League"
3,"Ethiopia","Sudan",2,2,"Friendly"
3,"Iraq","Syria",1,0,"Jordan International Tournament"
3,"Jordan","Oman",1,0,"Jordan International Tournament"
3,"England","Germany",3,3,"UEFA Nations League"
3,"Hungary","Italy",0,2,"UEFA Nations League"
3,"Montenegro","Finland",0,2,"UEFA Nations League"
3,"Romania","Bosnia and Herzegovina",4,1,"UEFA Nations League"
3,"North Macedonia","Bulgaria",0,1,"UEFA Nations League"
3,"Fiji","Papua New Guinea",0,1,"MSG Prime Minister's Cup"
3,"Algeria","Nigeria",2,1,"Friendly"
3,"Argentina","Jamaica",3,0,"Friendly"
3,"Bahrain","Panama",0,2,"Friendly"
3,"Brazil","Tunisia",5,1,"Friendly"
3,"Burkina Faso","Comoros",2,1,"Friendly"
3,"Canada","Uruguay",0,2,"Friendly"
3,"Costa Rica","Uzbekistan",2,1,"Friendly"
3,"Ecuador","Japan",0,0,"Kirin Challenge Cup"
3,"Egypt","Liberia",3,0,"Friendly"
3,"Equatorial Guinea","Togo",2,2,"Friendly"
3,"Ghana","Nicaragua",1,0,"Friendly"
3,"Honduras","Guatemala",2,1,"Friendly"
3,"Libya","Tanzania",2,1,"Friendly"
3,"Madagascar","Benin",3,1,"Friendly"
3,"Mauritania","Congo",2,0,"Friendly"
3,"Mexico","Colombia",2,3,"Friendly"
3,"Nepal","Bangladesh",3,1,"Friendly"
3,"Paraguay","Morocco",0,0,"Friendly"
3,"Peru","El Salvador",4,1,"Friendly"
3,"Qatar","Chile",2,2,"Friendly"
3,"South Africa","Botswana",1,0,"Friendly"
3,"United Arab Emirates","Venezuela",0,4,"Friendly"
3,"Vietnam","India",3,0,"Friendly"
3,"Portugal","Spain",0,1,"UEFA Nations League"
3,"Switzerland","Czech Republic",2,1,"UEFA Nations League"
3,"Republic of Ireland","Armenia",3,2,"UEFA Nations League"
3,"Ukraine","Scotland",0,0,"UEFA Nations League"
3,"Albania","Iceland",1,1,"UEFA Nations League"
3,"Norway","Serbia",0,2,"UEFA Nations League"
3,"Sweden","Slovenia",1,1,"UEFA Nations League"
3,"Kosovo","Cyprus",5,1,"UEFA Nations League"
3,"Greece","Northern Ireland",3,1,"UEFA Nations League"
3,"Fiji","Solomon Islands",1,0,"MSG Prime Minister's Cup"
3,"Saudi Arabia","North Macedonia",1,0,"Friendly"
3,"Qatar","Guatemala",2,0,"Friendly"
3,"Saudi Arabia","Albania",1,1,"Friendly"
3,"Qatar","Honduras",1,0,"Friendly"
3,"Saudi Arabia","Honduras",0,0,"Friendly"
3,"Saudi Arabia","Iceland",1,0,"Friendly"
3,"Qatar","Panama",2,1,"Friendly"
3,"Albania","Qatar",0,1,"Friendly"
3,"Cameroon","Jamaica",1,1,"Friendly"
3,"Costa Rica","Nigeria",2,0,"Friendly"
3,"Mexico","Iraq",4,0,"Friendly"
3,"Saudi Arabia","Panama",1,1,"Friendly"
3,"Bahrain","Canada",2,2,"Friendly"
3,"Iraq","Ecuador",0,0,"Friendly"
3,"Syria","Algeria",0,1,"Friendly"
3,"Venezuela","Panama",2,2,"Friendly"
3,"Albania","Italy",1,3,"Friendly"
3,"Algeria","Mali",1,1,"Friendly"
3,"Cyprus","Bulgaria",0,2,"Friendly"
3,"Kosovo","Armenia",2,2,"Friendly"
3,"Mexico","Sweden",1,2,"Friendly"
3,"Moldova","Azerbaijan",1,2,"Friendly"
3,"Nepal","Pakistan",1,0,"Friendly"
3,"Nicaragua","El Salvador",1,0,"Friendly"
3,"Oman","Germany",0,1,"Friendly"
3,"Peru","Paraguay",1,0,"Friendly"
3,"Poland","Chile",1,0,"Friendly"
3,"Saudi Arabia","Croatia",0,1,"Friendly"
3,"Turkey","Scotland",2,1,"Friendly"
3,"United Arab Emirates","Argentina",0,5,"Friendly"
3,"Uzbekistan","Kazakhstan",2,0,"Friendly"
3,"Lithuania","Iceland",0,0,"Baltic Cup"
3,"Angola","Botswana",1,0,"Friendly"
3,"Gabon","Guinea-Bissau",3,1,"Friendly"
3,"Israel","Zambia",4,2,"Friendly"
3,"Japan","Canada",1,2,"Friendly"
3,"Jordan","Spain",1,3,"Friendly"
3,"Luxembourg","Hungary",2,2,"Friendly"
3,"Montenegro","Slovakia",2,2,"Friendly"
3,"Morocco","Georgia",3,0,"Friendly"
3,"Niger","Libya",2,3,"Friendly"
3,"North Macedonia","Finland",1,1,"Friendly"
3,"Portugal","Nigeria",4,0,"Friendly"
3,"Republic of Ireland","Norway",1,2,"Friendly"
3,"Romania","Slovenia",1,2,"Friendly"
3,"Rwanda","Sudan",0,0,"Friendly"
3,"South Africa","Mozambique",2,1,"Friendly"
3,"Switzerland","Ghana",0,2,"Friendly"
3,"Syria","Belarus",0,1,"Friendly"
3,"Tajikistan","Russia",0,0,"Friendly"
3,"Bahrain","Serbia",1,5,"Friendly"
3,"Cameroon","Panama",1,1,"Friendly"
3,"Egypt","Belgium",2,1,"Friendly"
3,"Albania","Armenia",2,0,"Friendly"
3,"Colombia","Paraguay",2,0,"Friendly"
3,"Guatemala","Nicaragua",3,1,"Friendly"
3,"Kuwait","Lebanon",2,0,"Friendly"
3,"Peru","Bolivia",1,0,"Friendly"
3,"Rwanda","Sudan",1,0,"Friendly"
3,"Sweden","Algeria",2,0,"Friendly"
3,"Turkey","Czech Republic",2,1,"Friendly"
3,"United Arab Emirates","Kazakhstan",2,1,"Friendly"
3,"Estonia","Lithuania",2,0,"Baltic Cup"
3,"Austria","Italy",2,0,"Friendly"
3,"Hungary","Greece",2,1,"Friendly"
3,"Israel","Cyprus",2,3,"Friendly"
3,"Luxembourg","Bulgaria",0,0,"Friendly"
3,"Moldova","Romania",0,5,"Friendly"
3,"Niger","Gabon",1,3,"Friendly"
3,"North Macedonia","Azerbaijan",1,3,"Friendly"
3,"Norway","Finland",1,1,"Friendly"
3,"Oman","Belarus",2,0,"Friendly"
3,"Slovakia","Chile",0,0,"Friendly"
3,"Slovenia","Montenegro",1,0,"Friendly"
3,"South Africa","Angola",1,1,"Friendly"
3,"Syria","Venezuela",1,2,"Friendly"
3,"Uzbekistan","Russia",0,0,"Friendly"
3,"Qatar","Ecuador",0,2,"FIFA World Cup"
3,"Senegal","Netherlands",0,2,"FIFA World Cup"
3,"Argentina","Saudi Arabia",1,2,"FIFA World Cup"
3,"Mexico","Poland",0,0,"FIFA World Cup"
3,"Denmark","Tunisia",0,0,"FIFA World Cup"
3,"France","Australia",4,1,"FIFA World Cup"
3,"Germany","Japan",1,2,"FIFA World Cup"
3,"Spain","Costa Rica",7,0,"FIFA World Cup"
3,"Morocco","Croatia",0,0,"FIFA World Cup"
3,"Belgium","Canada",1,0,"FIFA World Cup"
3,"Switzerland","Cameroon",1,0,"FIFA World Cup"
3,"Brazil","Serbia",2,0,"FIFA World Cup"
3,"Portugal","Ghana",3,2,"FIFA World Cup"
3,"Qatar","Senegal",1,3,"FIFA World Cup"
3,"Netherlands","Ecuador",1,1,"FIFA World Cup"
3,"Poland","Saudi Arabia",2,0,"FIFA World Cup"
3,"Argentina","Mexico",2,0,"FIFA World Cup"
3,"Tunisia","Australia",0,1,"FIFA World Cup"
3,"France","Denmark",2,1,"FIFA World Cup"
3,"Japan","Costa Rica",0,1,"FIFA World Cup"
3,"Spain","Germany",1,1,"FIFA World Cup"
3,"Belgium","Morocco",0,2,"FIFA World Cup"
3,"Croatia","Canada",4,1,"FIFA World Cup"
3,"Cameroon","Serbia",3,3,"FIFA World Cup"
3,"Brazil","Switzerland",1,0,"FIFA World Cup"
3,"Portugal","Uruguay",2,0,"FIFA World Cup"
3,"Ecuador","Senegal",1,2,"FIFA World Cup"
3,"Qatar","Netherlands",0,2,"FIFA World Cup"
3,"Wales","England",0,3,"FIFA World Cup"
3,"Poland","Argentina",0,2,"FIFA World Cup"
3,"Saudi Arabia","Mexico",1,2,"FIFA World Cup"
3,"Australia","Denmark",1,0,"FIFA World Cup"
3,"Tunisia","France",1,0,"FIFA World Cup"
3,"Japan","Spain",2,1,"FIFA World Cup"
3,"Costa Rica","Germany",2,4,"FIFA World Cup"
3,"Croatia","Belgium",0,0,"FIFA World Cup"
3,"Canada","Morocco",1,2,"FIFA World Cup"
3,"Serbia","Switzerland",2,3,"FIFA World Cup"
3,"Cameroon","Brazil",1,0,"FIFA World Cup"
3,"Ghana","Uruguay",0,2,"FIFA World Cup"
3,"Argentina","Australia",2,1,"FIFA World Cup"
3,"France","Poland",3,1,"FIFA World Cup"
3,"England","Senegal",3,0,"FIFA World Cup"
3,"Japan","Croatia",1,1,"FIFA World Cup"
3,"Morocco","Spain",0,0,"FIFA World Cup"
3,"Portugal","Switzerland",6,1,"FIFA World Cup"
3,"Croatia","Brazil",1,1,"FIFA World Cup"
3,"Netherlands","Argentina",2,2,"FIFA World Cup"
3,"Malaysia","Cambodia",4,0,"Friendly"
3,"Morocco","Portugal",1,0,"FIFA World Cup"
3,"England","France",1,2,"FIFA World Cup"
3,"Thailand","Myanmar",6,0,"Friendly"
3,"Argentina","Croatia",3,0,"FIFA World Cup"
3,"France","Morocco",2,0,"FIFA World Cup"
3,"Malaysia","Maldives",3,0,"Friendly"
3,"Vietnam","Philippines",1,0,"Friendly"
3,"Croatia","Morocco",2,1,"FIFA World Cup"
3,"Singapore","Maldives",3,1,"Friendly"
3,"Argentina","France",3,3,"FIFA World Cup"
3,"Cambodia","Philippines",3,2,"AFF Championship"
3,"Myanmar","Malaysia",0,1,"AFF Championship"
3,"Laos","Vietnam",0,6,"AFF Championship"
3,"Oman","Syria",2,1,"Friendly"
3,"Indonesia","Cambodia",2,1,"AFF Championship"
3,"Singapore","Myanmar",3,2,"AFF Championship"
3,"Malaysia","Laos",5,0,"AFF Championship"
3,"Thailand","Philippines",4,0,"AFF Championship"
3,"Laos","Singapore",0,2,"AFF Championship"
3,"Vietnam","Malaysia",3,0,"AFF Championship"
3,"Indonesia","Thailand",1,1,"AFF Championship"
3,"Iraq","Kuwait",1,0,"Friendly"
3,"Oman","Syria",1,0,"Friendly"
3,"United Arab Emirates","Lebanon",1,0,"Friendly"
3,"Myanmar","Laos",2,2,"AFF Championship"
3,"Singapore","Vietnam",0,0,"AFF Championship"
4,"Thailand","Cambodia",3,1,"AFF Championship"
4,"Philippines","Indonesia",1,2,"AFF Championship"
4,"Vietnam","Myanmar",3,0,"AFF Championship"
4,"Malaysia","Singapore",4,1,"AFF Championship"
4,"Iraq","Oman",0,0,"Gulf Cup"
4,"Yemen","Saudi Arabia",0,2,"Gulf Cup"
4,"Indonesia","Vietnam",0,0,"AFF Championship"
4,"Bahrain","United Arab Emirates",2,1,"Gulf Cup"
4,"Kuwait","Qatar",0,2,"Gulf Cup"
4,"Malaysia","Thailand",1,0,"AFF Championship"
4,"Iceland","Estonia",1,1,"Friendly"
4,"Sweden","Finland",2,0,"Friendly"
4,"Oman","Yemen",3,2,"Gulf Cup"
